gene	pubmed_count	Synonyms	Symbol_from_nomenclature_authority
PATZ1	105	MAZR|PATZ|RIAZ|ZBTB19|ZNF278|ZSG|dJ400N23	PATZ1
AMACR	680	AMACRD|CBAS4|P504S|RACE|RM	AMACR
CLEC5A	110	CLECSF5|MDL-1|MDL1	CLEC5A
CORO1C	60	HCRNN4	CORO1C
DAPK2	1210	DRP-1|DRP1	DAPK2
CD2AP	482	CMS	CD2AP
MKRN1	70	RNF61	MKRN1
MKRN2	29	HSPC070|RNF62	MKRN2
PHLDA3	57	TIH1	PHLDA3
ZMYND8	68	PRKCBP1|PRO2893|RACK7	ZMYND8
SH3BP1	23	ARHGAP43	SH3BP1
TSSK2	30	DGS-G|SPOGA2|STK22B|TSK2	TSSK2
ZIM2	21	ZNF656	ZIM2
NTSR2	135	NTR2	NTSR2
BACE1	4759	ASP2|BACE|HSPC104	BACE1
RUSC1	32	NESCA	RUSC1
CBLC	374	CBL-3|CBL-SL|RNF57	CBLC
FAM89B	26	LRAP25|MTVR|MTVR1	FAM89B
SPO11	613	CT35|SPATA43|TOPOVIA|TOPVIA	SPO11
PRND	240	DOPPEL|DPL|PrPLP|dJ1068H6.4	PRND
KCNE5	52	KCNE1L	KCNE5
CA14	148	CAXiV	CA14
KPNA6	39	IPOA7	KPNA6
SSBP2	67	HSPC116|SOSS-B2	SSBP2
NUP62	151	IBSN|SNDI|p62	NUP62
RABGAP1	32	GAPCENA|TBC1D11	RABGAP1
DNAAF11	2	CILD19|LRRC6|LRTP|TSLRP|tilB	DNAAF11
HSPBP1	77	FES1	HSPBP1
LDOC1	52	BCUR1|Mar7|Mart7|RTL7|SIRH7	LDOC1
LY96	590	ESOP-1|MD-2|MD2|ly-96	LY96
EDC4	65	GE1|Ge-1|HEDL5|HEDLS|RCD-8|RCD8	EDC4
PPP1R15A	362	GADD34	PPP1R15A
PLD3	90	AD19|HU-K4|HUK4|SCA46	PLD3
ARFIP2	38	POR1	ARFIP2
SSBP3	28	CSDP|SSDP|SSDP1	SSBP3
POLA2	35	-	POLA2
TRIM29	171	ATDC	TRIM29
PLXNB2	92	MM1|Nbla00445|PLEXB2|dJ402G11.3|lncFAL	PLXNB2
SLC7A11	1378	CCBR1|xCT	SLC7A11
LSM5	21	YER146W	LSM5
PLA2G15	22	ACS|GXVPLA2|LLPL|LPLA2|LYPLA3	PLA2G15
ZKSCAN5	15	ZFP-95|ZFP95|ZNF914|ZSCAN37	ZKSCAN5
CEMIP2	27	TMEM2	CEMIP2
TMEFF2	148	CT120.2|HPP1|TENB2|TPEF|TR|TR-2	TMEFF2
STX12	42	STX13|STX14	STX12
SMPX	51	Chisel|Csl|DFN6|DFNX4|MPD7	SMPX
SH3BP4	30	BOG25|TTP	SH3BP4
SGK3	187	CISK|SGK2|SGKL	SGK3
RAB38	115	NY-MEL-1|rrGTPbp	RAB38
PRKD3	37	EPK2|PKC-NU|PKD3|PRKCN|nPKC-NU	PRKD3
KCNE4	80	MIRP3	KCNE4
CADM1	577	BL2|IGSF4|IGSF4A|NECL2|Necl-2|RA175|ST17|SYNCAM|TSLC1|sTSLC-1|sgIGSF|synCAM1	CADM1
GSPT2	23	ERF3B|GST2	GSPT2
GABARAPL1	232	APG8-LIKE|APG8L|ATG8|ATG8B|ATG8L|GEC1	GABARAPL1
SHPK	16	CARKL|SHK	SHPK
TMEM245	8	C9orf5|CG-2|CG2	TMEM245
FRRS1L	18	C9orf4|CG-6|CG6|DEE37|EIEE37	FRRS1L
EID1	84	C15orf3|CRI1|EID-1|IRO45620|PNAS-22|PTD014|RBP21	EID1
NPAP1	10	C15orf2	NPAP1
BHMT2	47	-	BHMT2
AIPL1	153	AIPL2|LCA4	AIPL1
SDF2L1	31	-	SDF2L1
PPIL2	17	CYC4|CYP60|Cyp-60|UBOX7|hCyP-60	PPIL2
PITPNB	17	PI-TP-beta|PtdInsTP|VIB1B	PITPNB
PISD	49	DJ858B16|LIBF|PSD|PSDC|PSSC|dJ858B16.2	PISD
OSBP2	20	HLM|ORP-4|ORP4|OSBPL1|OSBPL4	OSBP2
MAFF	535	U-MAF|hMafF	MAFF
IL17RA	829	CANDF5|CD217|CDw217|IL-17RA|IL17R|IMD51|hIL-17R	IL17RA
FLRT3	72	HH21	FLRT3
FLRT2	62	-	FLRT2
FLRT1	15	SPG68	FLRT1
FKBP8	123	FKBP38|FKBPr38	FKBP8
BRD1	121	BRL|BRPF1|BRPF2	BRD1
ARHGAP8	24	BPGAP1|PP610	ARHGAP8
APOL2	32	APOL-II|APOL3	APOL2
POTEH	8	A26C3|ACTBL1|CT104.7|POTE22	POTEH
BCL2L13	85	BCL-RAMBO|Bcl2-L-13|MIL1	BCL2L13
MTCH1	25	CGI-64|PIG60|PSAP|SLC25A49	MTCH1
MTCH2	118	HSPC032|MIMP|SLC25A50	MTCH2
KIF4A	217	KIF4|KIF4G1|MRX100|XLID100	KIF4A
IFIT5	113	ISG58|P58|RI58	IFIT5
EML2	30	ELP70|EMAP-2|EMAP2	EML2
FTSJ1	34	CDLIV|JM23|MRX44|MRX9|SPB1|TRMT7|XLID9	FTSJ1
LAMP5	28	BAD-LAMP|BADLAMP|C20orf103|LAMP-5|UNC-46	LAMP5
NAA80	16	FUS-2|FUS2|HsNAAA80|NAT6	NAA80
TFIP11	37	NTR1|STIP|STIP-1|Spp382|TIP39|bK445C9.6	TFIP11
PANX1	758	MRS1|OOMD7|OZEMA7|PX1|UNQ2529	PANX1
CLDN15	35	-	CLDN15
FJX1	36	-	FJX1
PRPF6	45	ANT-1|ANT1|C20orf14|Prp6|RP60|SNRNP102|TOM|U5-102K|hPrp6	PRPF6
ZNF318	5	HRIHFB2436|TZF|ZFP318	ZNF318
TP53TG3	3	P53TG3|TP53TG3A|TP53TG3E|TP53TG3F	TP53TG3
KIAA1549L	5	C11orf41|C11orf69|G2	KIAA1549L
SHC2	39	SCK|SHCB|SLI	SHC2
H2AP	7	CXorf27|HIP17|HYPM	H2AP
HYPK	31	C15orf63|HSPC136	HYPK
PRPF40B	6	HYPC	PRPF40B
SLC24A2	18	NCKX2	SLC24A2
C22orf31	1	HS747E2A|bK747E2.1	C22orf31
TBC1D22A	10	C22orf4|HSC79E021	TBC1D22A
GSTT4	3	GSTTP1|HS322B1A	GSTT4
CBY1	55	C22orf2|CBY|Chibby1|HS508I15A|PGEA1|PIGEA-14|PIGEA14|arb1	CBY1
SUN2	209	UNC84B|rab5IP	SUN2
DSTYK	27	CAKUT1|DustyPK|HDCMD38P|RHDNS1|RIP5|RIPK5|SPG23	DSTYK
RASGRP3	91	GRP3	RASGRP3
RAB3GAP2	35	MARTS1|RAB3-GAP150|RAB3GAP150|SPG69|WARBM2|p150	RAB3GAP2
RAD54B	89	RDH54	RAD54B
TMEM59L	10	BSMAP|C19orf4	TMEM59L
CFAP45	15	CCDC19|HTX11|NESG1	CFAP45
NGEF	49	ARHGEF27|EPHEXIN	NGEF
CIZ1	83	LSFR1|NP94|ZNF356	CIZ1
FBXO7	144	FBX|FBX07|FBX7|PARK15|PKPS	FBXO7
FSCN2	41	RFSN|RP30	FSCN2
PGLS	602	6PGL|HEL-S-304	PGLS
QPCT	48	GCT|QC|sQC	QPCT
BRI3	29	I3	BRI3
ZNF324	2	ZF5128|ZNF324A	ZNF324
SLC39A6	90	LIV-1|LIV1|ZIP6	SLC39A6
GCA	5923	GCL	GCA
LMOD1	60	1D|64kD|D1|MMIHS3|SM-LMOD|SMLMOD	LMOD1
SPDEF	257	PDEF|bA375E1.3	SPDEF
LSM4	61	GRP|YER112W	LSM4
BAMBI	555	NMA	BAMBI
VAX2	176	DRES93	VAX2
RHBDD3	11	C22orf3|HS984G1A|PTAG	RHBDD3
TTLL1	20	C22orf7|HS323M22B|TPGS3	TTLL1
SAMM50	61	CGI-51|OMP85|SAM50|TOB55|TRG-3|YNL026W	SAMM50
ATXN10	83	ATX10|E46L|HUMEEP|SCA10	ATXN10
TNFAIP8	168	GG2-1|MDC-3.13|NDED|SCC-S2|SCCS2	TNFAIP8
TAFA5	17	FAM19A5|QLLK5208|TAFA-5|UNQ5208	TAFA5
KLK5	293	KLK-L2|KLKL2|SCTE	KLK5
NOCT	86	CCR4L|CCRN4L|Ccr4c|NOC	NOCT
ARIH1	51	ARI|HARI|HHARI|UBCH7BP	ARIH1
MTO1	126	CGI-02|COXPD10	MTO1
DNAJB5	17	Hsc40	DNAJB5
TPSG1	9	PRSS31|TMT|trpA	TPSG1
PRDX5	215	ACR1|AOEB166|B166|HEL-S-55|PLP|PMP20|PRDX6|PRXV|SBBI10|prx-V	PRDX5
BACE2	324	AEPLC|ALP56|ASP1|ASP21|BAE2|CDA13|CEAP1|DRAP	BACE2
FBXL2	48	FBL2|FBL3	FBXL2
TXN2	148	COXPD29|MT-TRX|MTRX|TRX2|TXN	TXN2
TMEM184B	12	C22orf5|FM08|HS5O6A|HSPC256	TMEM184B
SULT4A1	49	BR-STL-1|BRSTL1|DJ388M5.3|NST|SULTX3|hBR-STL-1	SULT4A1
HECTD1	70	EULIR	HECTD1
NBPF14	4	AE5|DJ328E19.C1.1|NBPF	NBPF14
POU2F3	148	Epoc-1|OCT-11|OCT11|OTF-11|PLA-1|PLA1|Skn-1a	POU2F3
MGAT4C	9	GNTIVH|HGNT-IV-H	MGAT4C
NIPBL	383	CDLS|CDLS1|IDN3|IDN3-B|Scc2	NIPBL
RAB26	46	V46133	RAB26
COG4	54	CDG2J|COD1|SWILS	COG4
TMT1A	2	AAM-B|AAMB|METTL7A	TMT1A
ABTB2	11	ABTB2A|BTBD22	ABTB2
ASF1A	139	CGI-98|CIA|HSPC146	ASF1A
MOB4	20	2C4D|CGI-95|MOB1|MOB3|MOBKL3|PHOCN|PREI3	MOB4
YIPF3	8	C6orf109|FinGER3|KLIP1|dJ337H4.3	YIPF3
ANAPC13	10	APC13|SWM1	ANAPC13
PARM1	36	Cipar1|DKFZP564O0823|PARM-1|WSC4	PARM1
ZNF345	3	HZF10	ZNF345
TECPR1	13	-	TECPR1
ARMC8	31	GID5|HSPC056|S863-2|VID28	ARMC8
DCAF12	17	CT102|KIAA1892|TCC52|WDR40A	DCAF12
FAM149A	3	MST119|MSTP119	FAM149A
BRMS1	211	-	BRMS1
CATSPERZ	3	C11orf20|TEX40	CATSPERZ
WHRN	87	CIP98|DFNB31|PDZD7B|USH2D|WI	WHRN
USP49	33	-	USP49
ABHD14A	5	DORZ1	ABHD14A
PRKD2	46	HSPC187|PKD2|nPKC-D2	PRKD2
SUMF2	22	pFGE	SUMF2
NEPRO	21	ANXD3|C3orf17|NET17	NEPRO
RPL36	67	L36|eL36	RPL36
MPC2	143	BRP44|SLC54A2	MPC2
LETMD1	43	1110019O13Rik|HCCR|HCCR-1|HCCR-2|HCCR1|HCCR2|HCRR-2|SLC55A3	LETMD1
SPEF1	12	C20orf28|CLAMP|SPEF1A	SPEF1
MXRA5	50	-	MXRA5
DCAF13	25	GM83|HSPC064|Sof1|WDSOF1	DCAF13
TMEM186	4	C16orf51	TMEM186
CHRDL2	25	BNF1|CHL2	CHRDL2
POLR1A	27	A190|AFDCIN|RPA1|RPA190|RPA194|RPO1-4|RPO14	POLR1A
POC1A	30	PIX2|SOFT|WDR51A	POC1A
ZNF473	11	ZFP100|ZN473	ZNF473
ABI3BP	40	NESHBP|TARSH	ABI3BP
PAMR1	29	DKFZP586H2123|FP938|RAMP	PAMR1
TRIM58	44	BIA2	TRIM58
PLEKHG4	28	ARHGEF44|PRTPHN1|SCA4	PLEKHG4
EEF1AKMT3	8	FAM119B|METTL21B	EEF1AKMT3
INTS7	14	C1orf73|INT7	INTS7
RNF19A	36	RNF19	RNF19A
RCHY1	90	ARNIP|CHIMP|PIRH2|PRO1996|RNF199|ZCHY|ZNF363	RCHY1
IFFO1	12	HOM-TES-103|IFFO	IFFO1
CCDC28A	8	C6orf80|CCRL1AP	CCDC28A
MTHFD1L	78	FTHFSDC1|MTC1THFS|dJ292B18.2	MTHFD1L
OLFML2B	27	-	OLFML2B
CNOT10	10	-	CNOT10
ANAPC15	7	APC15|C11orf51|HSPC020	ANAPC15
TMEM158	45	BBP|RIS1|p40BBP	TMEM158
AHCTF1	34	ELYS|MST108|MSTP108|TMBS62	AHCTF1
DPCD	54	-	DPCD
C1orf43	5	HSPC012|NICE-3|NICE3|NS5ATP4|S863-3	C1orf43
POT1	840	CMM10|GLM9|HPOT1	POT1
RTTN	26	MSSP	RTTN
NDUFAF3	17	2P1|C3orf60|E3-3|MC1DN18	NDUFAF3
THUMPD3	24	-	THUMPD3
NELFB	20	COBRA1|NELF-B	NELFB
ZDHHC5	61	DHHC5|ZNF375	ZDHHC5
ATL3	48	HSN1F	ATL3
MYRIP	46	SLAC2-C|SLAC2C	MYRIP
ZNF521	59	EHZF|Evi3	ZNF521
NOL11	7	-	NOL11
CNRIP1	37	C2orf32|CRIP-1|CRIP1	CNRIP1
SOSTDC1	166	CDA019|DAND7|ECTODIN|USAG1	SOSTDC1
GEMIN5	74	GEMIN-5|NEDCAM	GEMIN5
PTPN23	57	HD-PTP|HDPTP|NEDBASS|PTP-TD14	PTPN23
CLIC4	168	CLIC4L|H1|MTCLIC|huH1|p64H1	CLIC4
NIPSNAP3A	2	HSPC299|NIPSNAP4|TASSC	NIPSNAP3A
NSL1	75	C1orf48|DC8|MIS14	NSL1
WWTR1	808	TAZ	WWTR1
HEATR5A	2	C14orf125|p200b	HEATR5A
SAMHD1	722	CHBL2|DCIP|HDDC1|MOP-5|SBBI88|hSAMHD1	SAMHD1
FAM98A	17	-	FAM98A
TPGS2	2	C18orf10|HMFN0601|L17|PGs2	TPGS2
SIN3A	539	CHR15DELq24|DEL15Q24|WITKOS	SIN3A
DNAAF9	0	C20orf194	DNAAF9
NECTIN3	130	CD113|CDW113|NECTIN-3|PPR3|PRR3|PVRL3|PVRR3	NECTIN3
ZNF385A	10	HZF|RZF|ZFP385|ZNF385	ZNF385A
KBTBD2	8	BKLHD1	KBTBD2
SYF2	24	CBPIN|NTC31|P29|fSAP29	SYF2
RWDD3	32	RSUME	RWDD3
PNKD	117	BRP17|DYT8|FKSG19|FPD1|KIPP1184|MR-1|MR-1S|MR1|PDC|PKND1|PNKD1|R1|TAHCCP2	PNKD
SEC31B	11	SEC31B-1|SEC31L2	SEC31B
PNISR	9	C6orf111|HSPC306|SFRS18|SRrp130|bA98I9.2	PNISR
KANK2	32	ANKRD25|MXRA3|NPHS16|PPKWH|SIP	KANK2
ADGRA2	36	GPR124|TEM5	ADGRA2
NUDT13	3	-	NUDT13
VIRMA	76	KIAA1429|MSTP054|fSAP121	VIRMA
TMEM87A	7	ELKIN1	TMEM87A
C2CD2	6	C21orf25|C21orf258|TMEM24L	C2CD2
SH2B1	248	PSM|SH2B	SH2B1
UNC50	16	GMH1|HSD23|PDLs22|UNCL|URP	UNC50
PARS2	24	DEE75|EIEE75|MT-PRORS|proRS	PARS2
MMACHC	235	cblC	MMACHC
EGFL6	83	MAEG|W80	EGFL6
TIPARP	90	ARTD14|PARP7|pART14	TIPARP
NECAP1	15	DEE21|EIEE21	NECAP1
CHMP2B	218	ALS17|CHMP2.5|DMT1|FTDALS7|VPS2-2|VPS2B	CHMP2B
DHRS7B	4	CGI-93|SDR32C1	DHRS7B
AAR2	26	C20orf4|CGI-23	AAR2
DNAH1	89	CILD37|DNAHC1|HDHC7|HL-11|HL11|HSRF-1|SPGF18|XLHSRF-1	DNAH1
NGDN	12	C14orf120|CANu1|LCP5|NGD|lpd-2	NGDN
KRT23	47	CK23|HAIK1|K23	KRT23
TSKU	36	E2IG4|LRRC54|TSK	TSKU
HINFP	53	HiNF-P|MIZF|ZNF743	HINFP
ULK3	53	-	ULK3
SNED1	10	IRE-BP1|SST3|Snep	SNED1
HIGD1A	59	HIG1|RCF1a	HIGD1A
REXO2	15	CGI-114|REX2|RFN|SFN	REXO2
IBTK	27	BTBD26|BTKI	IBTK
CLIP3	15	CLIPR-59|CLIPR59|RSNL1	CLIP3
TBC1D10B	12	EPI64B|FP2461	TBC1D10B
RNF167	14	5730408C10Rik|LP2254|RING105	RNF167
MOXD1	27	MOX|PRO5780|dJ248E1.1	MOXD1
GORASP2	66	GOLPH6|GRASP55|GRS2|p59	GORASP2
C2CD3	32	OFD14	C2CD3
TKFC	14	DAK|NET45|TKFCD	TKFC
ZZZ3	41	ATAC1	ZZZ3
SPATS2L	31	DNAPTP6|SGNP	SPATS2L
TENM4	60	Doc4|ETM5|ODZ4|TEN4|TNM4|Ten-M4|ten-4	TENM4
NSMF	72	HH9|NELF	NSMF
L3MBTL1	64	H-L(3)MBT|L3MBTL|ZC2HC3|dJ138B7.3	L3MBTL1
RPAP1	14	-	RPAP1
FAM32A	5	OTAG-12|OTAG12	FAM32A
LRIG1	312	LIG-1|LIG1	LRIG1
UPF2	210	HUPF2|RENT2|smg-3	UPF2
LRP10	64	LRP-10|LRP9|MST087|MSTP087	LRP10
TMEM98	33	TADA1	TMEM98
PTCD1	18	-	PTCD1
PCDHGA12	8	CDH21|FIB3|PCDH-GAMMA-A12	PCDHGA12
ACOT11	19	BFIT|STARD14|THEA|THEM1	ACOT11
PLEKHG3	10	ARHGEF43|KIAA0599	PLEKHG3
OSBPL3	43	ORP-3|ORP3|OSBP3	OSBPL3
SUSD5	3	-	SUSD5
ATRNL1	37	ALP|bA338L11.1|bA454H24.1	ATRNL1
IPCEF1	19	PIP3-E|PIP3E	IPCEF1
GLCE	54	HSEPI	GLCE
ZNF451	24	COASTER|ZATT|dJ417I1.1	ZNF451
SIPA1L1	40	E6TP1|SPAR1	SIPA1L1
CHD5	137	CHD-5|PMNDS	CHD5
SS18L1	40	CREST|LP2261|SMARCL2	SS18L1
SETBP1	293	MRD29|SEB	SETBP1
UBXN7	23	UBXD7	UBXN7
LRRTM2	44	-	LRRTM2
LTN1	83	C21orf10|C21orf98|RNF160|ZNF294	LTN1
CNTNAP2	546	AUTS15|CASPR2|CDFE|NRXN4|PTHSL1	CNTNAP2
ZNF500	2	ZKSCAN18|ZSCAN50	ZNF500
FAM169A	5	SLAP75	FAM169A
SLITRK5	34	LRRC11|bA364G4.2	SLITRK5
PPP1R16B	44	ANKRD4|TIMAP	PPP1R16B
DNM3	88	Dyna III	DNM3
AUTS2	171	FBRSL2|MRD26	AUTS2
SENP6	87	SSP1|SUSP1	SENP6
RAB11FIP5	34	GAF1|RIP11|gaf-1|pp75|rab11-FIP5	RAB11FIP5
ANKRD17	36	CAGS|GTAR|MASK2|NY-BR-16	ANKRD17
GIGYF2	89	GYF2|PARK11|PERQ2|PERQ3|TNRC15	GIGYF2
ERC2	81	CAST|CAST1|ELKSL|SPBC110|Spc110	ERC2
APPL1	288	APPL|DIP13alpha|MODY14	APPL1
HACL1	28	2-HPCL|HPCL|HPCL2|PHYH2	HACL1
DECR2	10	PDCR|SDR17C1	DECR2
RAI14	44	NORPEG|RAI13	RAI14
LSM14A	36	C19orf13|FAM61A|RAP55|RAP55A	LSM14A
RTL8A	1	CXX1b|FAM127B|MAR8A|SIRH6	RTL8A
POLDIP2	86	PDIP38|POLD4|p38	POLDIP2
CFAP61	10	C20orf26|CaM-IP3|dJ1002M8.3|dJ1178H5.4	CFAP61
ARHGEF26	38	CSGEF|HMFN1864|SGEF	ARHGEF26
KLK13	86	KLK-L4|KLKL4	KLK13
GPSM1	78	AGS3	GPSM1
GGA1	184	-	GGA1
ABHD12	74	ABHD12A|BEM46L2|C20orf22|PHARC|dJ965G21.2|hABHD12	ABHD12
HERC4	33	-	HERC4
TOR1AIP1	41	LAP1|LAP1B|LAP1C|LGMD2Y	TOR1AIP1
CCDC9	3	-	CCDC9
DCAF4	12	WDR21|WDR21A	DCAF4
PTPN20	8	CT126|PTPN20A|PTPN20B|bA142I17.1|bA42B19.1	PTPN20
CHTOP	33	C10orf77|C1orf77|FL-SRAG|FOP|SRAG|SRAG-3|SRAG-5|pp7704	CHTOP
EDRF1	9	C10orf137	EDRF1
SZRD1	7	C1orf144	SZRD1
WIPI2	129	ATG18B|Atg21|CGI-50|IDDSSA|WIPI-2	WIPI2
LRIT1	6	FIGLER9|LRRC21|PAL	LRIT1
PYGO1	30	-	PYGO1
CCDC69	13	-	CCDC69
TANC2	26	IDDALDS|ROLSA|rols	TANC2
WSB1	66	SWIP1|WSB-1	WSB1
LDLRAP1	202	ARH|ARH1|ARH2|FHCB1|FHCB2|FHCL4	LDLRAP1
PRPF31	187	NY-BR-99|PRP31|RP11|SNRNP61	PRPF31
EPC2	73	EPC-LIKE	EPC2
TCTN3	20	C10orf61|JBTS18|OFD4|TECT3	TCTN3
FGFR1OP2	26	HSPC123-like|WIT3.0	FGFR1OP2
KIFBP	15	KBP|KIAA1279|KIF1BP|TTC20	KIFBP
GAPVD1	20	GAPEX5|GAPex-5|RAP6	GAPVD1
TRPC4AP	18	C20orf188|PPP1R158|TRRP4AP|TRUSS	TRPC4AP
SERBP1	103	CGI-55|CHD3IP|HABP4L|PAI-RBP1|PAIRBP1	SERBP1
TES	8560	TESS|TESS-2	TES
ZBTB20	167	DPZF|HOF|ODA-8S|PRIMS|ZNF288	ZBTB20
TTLL3	13	HOTTL	TTLL3
IRF2BP1	14	-	IRF2BP1
TRAF3IP1	26	CFAP116|FAP116|IFT54|MIP-T3|MIPT3|SLSN9	TRAF3IP1
PHF19	67	MTF2L1|PCL3|TDRD19B	PHF19
ZNF658	3	-	ZNF658
RIBC2	10	C22orf11|TRIB	RIBC2
NAT9	21	"EBSP, hNATL"	NAT9
ZNF337	7	-	ZNF337
KIF26A	19	CDCBM11	KIF26A
ABCA12	222	ARCI4A|ARCI4B|ICR2B|LI2	ABCA12
NOC2L	24	NET15|NET7|NIR|PPP1R112	NOC2L
RSL1D1	22	CSIG|L12|PBK1|UTP30	RSL1D1
GIMAP2	13	HIMAP2|IAN12|IMAP2	GIMAP2
IFT172	72	BBS20|NPHP17|RP71|SLB|SRTD10|osm-1|wim	IFT172
MTG2	19	GTPBP5|ObgH1|dJ1005F21.2	MTG2
SPATA31A7	4	AEP1|C9orf36|C9orf36A|FAM75A4|FAM75A7|SPATA31A4	SPATA31A7
RGS22	10	CT145|PRTD-NY2	RGS22
PCDHB5	7	PCDH-BETA5	PCDHB5
SENP3	138	SMT3IP1|SSP3|Ulp1	SENP3
INTS1	14	INT1|NDCAGF|NET28	INTS1
LYSET	27	C14orf109|DMAN|GCAF|TMEM251	LYSET
OR1C1	1	HSTPCR27|OR1-42|OR1.5.10|ORL211|TPCR27	OR1C1
OR1A2	8	OR17-6	OR1A2
FBXW2	32	FBW2|Fwd2|Md6	FBXW2
PTPN22	1225	LYP|LYP1|LYP2|PEP|PTPN22.5|PTPN22.6|PTPN8	PTPN22
GMEB2	20	GMEB-2|P79PIF|PIF79	GMEB2
SPAG8	23	BS-84|CILD28|CT142|HSD-1|SMP1|SPAG3|hSMP-1	SPAG8
PITPNC1	30	M-RDGB-beta|MRDGBbeta|RDGB-BETA|RDGBB|RDGBB1	PITPNC1
OR2F1	0	7M1-2|OLF3|OR14-60|OR2F3|OR2F3P|OR2F4|OR2F5|OR7-139|OR7-140	OR2F1
OR2B6	4	OR2B1|OR2B1P|OR2B5|OR2B6P|OR5-40|OR5-41|OR6-31|dJ408B20.2	OR2B6
OR1J4	0	HSHTPCRX01|HTPCRX01|OR9-21	OR1J4
FBXL3	70	FBL3|FBL3A|FBXL3A|IDDSFAS	FBXL3
ARL5A	11	ARFLP5|ARL5	ARL5A
PHGDH	371	3-PGDH|3PGDH|HEL-S-113|NLS|NLS1|PDG|PGAD|PGD|PGDH|PHGDHD|SERA	PHGDH
STAP1	59	BRDG1|STAP-1	STAP1
B3GAT3	36	GLCATI|JDSCD|glcUAT-I	B3GAT3
TIAM2	50	STEF|TIAM-2	TIAM2
FBXO2	52	FBG1|FBX2|Fbs1|NFB42|OCP1	FBXO2
FBXL6	7	FBL6|FBL6A|PP14630	FBXL6
FBXL5	77	FBL4|FBL5|FLR1	FBXL5
FBXL4	67	FBL4|FBL5|MTDPS13	FBXL4
LCE2B	4	LEP10|SPRL1B|XP5	LCE2B
FAM50B	20	D6S2654E|X5L	FAM50B
OR2M4	2	HSHTPCRX18|HTPCRX18|OR1-55|OST710|TPCR100	OR2M4
OR2L2	0	HSHTPCRH07|HTPCRH07|OR1-48|OR2L12|OR2L4P	OR2L2
OR2K2	2	HSHTPCRH06|HTPCRH06|OR2AN1P|OR2AR1P	OR2K2
KLHL3	127	PHA2D	KLHL3
KCNG2	12	KCNF2|KV6.2	KCNG2
CLEC4E	96	CLECSF9|MINCLE	CLEC4E
OPTC	48	OPT	OPTC
CABYR	48	CABYRa|CABYRc|CABYRc/d|CABYRe|CBP86|CT88|FSP-2|FSP2	CABYR
NKX2-8	31	NKX2.8|NKX2H|Nkx2-9	NKX2-8
BLOC1S6	54	BLOS6|HPS9|PA|PALLID|PLDN	BLOC1S6
FBXW8	55	FBW6|FBW8|FBX29|FBXO29|FBXW6	FBXW8
FBXO25	31	FBX25	FBXO25
FBXO24	5	FBX24	FBXO24
TSPAN17	15	FBX23|FBXO23|TM4SF17	TSPAN17
FBXO22	50	FBX22|FISTC1	FBXO22
SLC13A4	21	NAS2|SUT-1|SUT1	SLC13A4
FBXO10	22	FBX10|PRMT11	FBXO10
FBXO9	29	FBX9|NY-REN-57|VCIA1|dJ341E18.2	FBXO9
FBXO8	8	DC10|FBS|FBX8	FBXO8
FBXO6	45	FBG2|FBS2|FBX6|Fbx6b	FBXO6
FBXO5	118	EMI1|FBX5|Fbxo31	FBXO5
FBXO4	43	FBX4	FBXO4
FBXO3	35	FBA|FBX3	FBXO3
HIBCH	54	HIBYLCOAH	HIBCH
VPS33B	118	KDIDAR|PFIC12	VPS33B
TINF2	212	DKCA3|TIN2	TINF2
SACS	8672	ARSACS|DNAJC29|PPP1R138|SPAX6	SACS
PLA2G2D	58	PLA2IID|SPLASH|sPLA2-IID|sPLA2S	PLA2G2D
IL1RAPL2	20	IL-1R9|IL1R9|IL1RAPL-2|TIGIRR-1	IL1RAPL2
FGF20	204	FGF-20|RHDA2	FGF20
ERAL1	23	CEGA|ERA|ERA-W|ERAL1A|ERAL1B|H-ERA|HERA-A|HERA-B|PRLTS6	ERAL1
CLDN17	14	-	CLDN17
ARFGAP3	41	ARFGAP1	ARFGAP3
ANKRD2	63	ARPP	ANKRD2
AK5	127	AK6	AK5
GALNT8	14	GALNAC-T8	GALNT8
FGF21	3248	-	FGF21
MYCBP	187	AMY-1	MYCBP
SERGEF	9	DELGEF|Gnefr	SERGEF
EHF	984	ESE3|ESE3B|ESEJ	EHF
GBGT1	21	A3GALNT|FS|UNQ2513	GBGT1
GAPDHS	8377	GAPD2|GAPDH-2|GAPDS|HEL-S-278|HSD-35	GAPDHS
OR7A17	3	BC85395_4|HTPCRX19	OR7A17
OR5L2	0	HSHTPCRX16|HTPCRX16|OR11-153	OR5L2
OR5K1	4	HSHTPCRX10|HTPCRX10|OR3-8	OR5K1
OR5H1	0	HSHTPCRX14|HTPCRX14	OR5H1
HSPB8	390	CMT2L|DHMN2|E2IG1|H11|HMN2|HMN2A|HSP22	HSPB8
GNL3	157	C77032|E2IG3|NNP47|NS	GNL3
FAM162A	21	C3orf28|E2IG5|HGTD-P	FAM162A
LHX6	200	LHX6.1|hLHX6	LHX6
PTPN18	32	BDP1|PTP-HSCF	PTPN18
SEZ6L2	38	BSRPA|PSK-1	SEZ6L2
NUPR1	297	COM1|P8	NUPR1
PPP1R14B	22	PHI-1|PLCB3N|PNG|SOM172	PPP1R14B
OR10J1	1	HGMP07J|HSHGMP07J	OR10J1
OR8B8	2	TPCR85	OR8B8
OR8G1	1	HSTPCR25|OR8G1P|TPCR25	OR8G1
